study_id,MAT,MAP (mm),_Whole-day,Facility,Facility-1,Experimental duration (month),Other treatments,Expeimental type,Latitude,Plant part-1,Plant part-2,mean_ctrl,mean_trt,SD_ctrl,SD_trt,N_ctrl,N_trt,Unit,Response ratio,Variance of response ratio,species,PFT-1,PFT-2,PFT-3,PFT-4
Richardson et al. 2002,-0.6,320,3,OTC,OTC,101,,field,68.35,aboveground,,144.4,164.1,52.4,151.2,4,4,g/m2,0.13,0.25,deciduous dwarf shrubs,seed plant,woody,shrub,deciduous-shrub
Richardson et al. 2002,-0.6,320,3,OTC,OTC,5,F,field,68.35,aboveground,,506.2,475,200,212.4,4,4,g/m2,-0.06,0.09,evergreen dwarf shrubs,seed plant,woody,shrub,evergreen-shrub
Richardson et al. 2002,-0.6,320,3,OTC,OTC,101,F,field,68.35,aboveground,,243.8,137.5,150,62.4,4,4,g/m2,-0.57,0.15,evergreen dwarf shrubs,seed plant,woody,shrub,evergreen-shrub
Richardson et al. 2002,-0.6,320,3,OTC,OTC,5,,field,68.35,aboveground,,512.5,462.5,112.4,100,4,4,g/m2,-0.1,0.02,evergreen dwarf shrubs,seed plant,woody,shrub,evergreen-shrub
Richardson et al. 2002,-0.6,320,3,OTC,OTC,101,,field,68.35,aboveground,,500,850,287.6,250,4,4,g/m2,0.53,0.1,evergreen dwarf shrubs,seed plant,woody,shrub,evergreen-shrub
Richardson et al. 2002,-0.6,320,3,OTC,OTC,5,F,field,68.35,aboveground,,615,630,150,210,4,4,g/m2,0.02,0.04,dwarf shrubs,seed plant,woody,shrub,
Richardson et al. 2002,-0.6,320,3,OTC,OTC,101,F,field,68.35,aboveground,,472.5,345,150,150,4,4,g/m2,-0.31,0.07,dwarf shrubs,seed plant,woody,shrub,
Richardson et al. 2002,-0.6,320,3,OTC,OTC,5,F,field,68.35,aboveground,,23.8,48.1,27.6,33.8,4,4,g/m2,0.7,0.46,bryophytes,spore plant,,,
Richardson et al. 2002,-0.6,320,3,OTC,OTC,101,F,field,68.35,aboveground,,6.2,3.1,3.8,2.4,4,4,g/m2,-0.69,0.24,bryophytes,spore plant,,,
Richardson et al. 2002,-0.6,320,3,OTC,OTC,5,F,field,68.35,aboveground,,52.5,35,24.4,29.8,4,4,g/m2,-0.41,0.24,lichens,spore plant,,,
Richardson et al. 2002,-0.6,320,3,OTC,OTC,101,F,field,68.35,aboveground,,7,0,8.8,0,4,4,g/m2,-8.85,1.4,lichens,spore plant,,,
Richardson et al. 2002,-0.6,320,3,OTC,OTC,5,F,field,68.35,aboveground,,695.6,713.2,158.4,229,4,4,g/m2,0.03,0.04,,,,,
Richardson et al. 2002,-0.6,320,3,OTC,OTC,101,F,field,68.35,aboveground,,854.1,959.7,140.8,334.6,4,4,g/m2,0.12,0.04,,,,,
Richardson et al. 2002,-0.6,320,3,OTC,OTC,5,,field,68.35,aboveground,,592.5,592.5,105,150,4,4,g/m2,0,0.02,dwarf shrubs,seed plant,woody,shrub,
Richardson et al. 2002,-0.6,320,3,OTC,OTC,101,,field,68.35,aboveground,,652.5,1020,255,195,4,4,g/m2,0.45,0.05,dwarf shrubs,seed plant,woody,shrub,
Richardson et al. 2002,-0.6,320,3,OTC,OTC,5,,field,68.35,aboveground,,16.2,16.9,10,13.8,4,4,g/m2,0.04,0.26,bryophytes,spore plant,,,
Richardson et al. 2002,-0.6,320,3,OTC,OTC,101,,field,68.35,aboveground,,78.1,25,17.6,17.6,4,4,g/m2,-1.14,0.14,bryophytes,spore plant,,,
Richardson et al. 2002,-0.6,320,3,OTC,OTC,5,,field,68.35,aboveground,,49,79.6,35,112,4,4,g/m2,0.49,0.62,lichens,spore plant,,,
Richardson et al. 2002,-0.6,320,3,OTC,OTC,101,,field,68.35,aboveground,,55.1,24.5,26.2,14,4,4,g/m2,-0.81,0.14,lichens,spore plant,,,
Richardson et al. 2002,-0.6,320,3,OTC,OTC,5,,field,68.35,aboveground,,651.6,686.8,140.8,88,4,4,g/m2,0.05,0.02,,,,,
Richardson et al. 2002,-0.6,320,3,OTC,OTC,101,,field,68.35,aboveground,,792.4,1100.6,264.2,193.6,4,4,g/m2,0.33,0.04,,,,,
Rinnan et al. 2007,-0.6,320,4,OTC,OTC,180,F,field,68.35,belowground,root,2.5,3,0.73,0.73,6,6,g dw/dm3,0.18,0.02,,,,,
Rinnan et al. 2007,-0.6,320,4,OTC,OTC,180,F,field,68.35,belowground,root,8.7,7.6,2.94,2.2,6,6,g dw/dm3,-0.14,0.03,,,,,
Rinnan et al. 2007,-0.6,320,4,OTC,OTC,180,F,field,68.35,belowground,root,1,1.3,0.49,0.49,6,6,g dw/dm3,0.26,0.06,,,,,
Rinnan et al. 2007,-0.6,320,4,OTC,OTC,180,F,field,68.35,belowground,root,2.1,3.4,1.96,1.47,6,6,g dw/dm3,0.48,0.18,,,,,
Rinnan et al. 2007,-0.6,320,4,OTC,OTC,180,,field,68.35,belowground,root,2.5,3,0.73,1.22,6,6,g dw/dm3,0.18,0.04,,,,,
Rinnan et al. 2007,-0.6,320,4,OTC,OTC,180,,field,68.35,belowground,root,8.7,7.3,2.94,2.2,6,6,g dw/dm3,-0.18,0.03,,,,,
Rinnan et al. 2007,-0.6,320,4,OTC,OTC,180,,field,68.35,belowground,root,1,0.8,0.49,0.24,6,6,g dw/dm3,-0.22,0.06,,,,,
Rinnan et al. 2007,-0.6,320,4,OTC,OTC,180,,field,68.35,belowground,root,2.1,2,1.96,1.22,6,6,g dw/dm3,-0.05,0.21,,,,,
Rinnan et al. 2008,-0.6,320,3.5,OTC,OTC,84,litter,field,68.35,belowground,root,8.74,10.24,5.46,4.07,6,6,g,0.16,0.09,,,,,
Rinnan et al. 2008,-0.6,320,3.5,OTC,OTC,84,litter,field,68.35,belowground,root,1.03,1.46,0.27,0.32,6,6,g,0.35,0.02,,,,,
Rinnan et al. 2008,-0.6,320,3.5,OTC,OTC,84,litter,field,68.35,belowground,root,6.58,6.36,2.6,3.85,6,6,g,-0.03,0.09,,,,,
Rinnan et al. 2008,-0.6,320,3.5,OTC,OTC,84,litter,field,68.35,belowground,root,0.65,0.84,0.24,0.17,6,6,g,0.26,0.03,,,,,
Rinnan et al. 2008,-0.6,320,3.5,OTC,OTC,84,,field,68.35,belowground,root,9.03,10.55,4.61,3.5,6,6,g,0.16,0.06,,,,,
Rinnan et al. 2008,-0.6,320,3.5,OTC,OTC,84,,field,68.35,belowground,root,1.05,1.32,0.32,0.39,6,6,g,0.23,0.03,,,,,
Rinnan et al. 2008,-0.6,320,3.5,OTC,OTC,84,,field,68.35,belowground,root,6.28,6.99,2.94,3.18,6,6,g,0.11,0.07,,,,,
Rinnan et al. 2008,-0.6,320,3.5,OTC,OTC,84,,field,68.35,belowground,root,0.95,0.85,0.32,0.12,6,6,g,-0.11,0.02,,,,,
Robreoek et al. 2007,,,5,Greenhouse,Greenhouse,6,drought,pot,,aboveground,reproductive,539.5,448,173.97,114.93,5,5,g/m2,-0.19,0.03,Sphagnum fuscum,spore plant,,,
Robreoek et al. 2007,,,5,Greenhouse,Greenhouse,6,drought,pot,,aboveground,reproductive,511.2,508.4,129.02,158.98,5,5,g/m2,-0.01,0.03,Sphagnum imbricatum,spore plant,,,
Robreoek et al. 2007,,,5,Greenhouse,Greenhouse,6,drought,pot,,aboveground,reproductive,209.5,301.1,55.01,80.2,5,4,g/m2,0.36,0.03,Sphagnum magellanicum,spore plant,,,
Robreoek et al. 2007,,,5,Greenhouse,Greenhouse,6,drought,pot,,aboveground,reproductive,382,292,25.49,40.7,5,5,g/m2,-0.27,0,Sphagnum rubellum,spore plant,,,
Robreoek et al. 2007,,,5,Greenhouse,Greenhouse,6,drought,pot,,total,,129.01,119.85,105.83,107.54,5,5,g/m2,-0.07,0.3,Sphagnum fuscum,spore plant,,,
Robreoek et al. 2007,,,5,Greenhouse,Greenhouse,6,drought,pot,,total,,163.36,224.43,95.59,124.61,5,5,g/m2,0.32,0.13,Sphagnum imbricatum,spore plant,,,
Robreoek et al. 2007,,,5,Greenhouse,Greenhouse,6,drought,pot,,total,,0,16.79,46.09,39.69,5,4,g/m2,12.03,42480047034,Sphagnum magellanicum,spore plant,,,
Robreoek et al. 2007,,,5,Greenhouse,Greenhouse,6,drought,pot,,total,,45.8,158.02,64.86,73.4,5,5,g/m2,1.24,0.44,Sphagnum rubellum,spore plant,,,
Robreoek et al. 2007,,,5,Greenhouse,Greenhouse,6,,pot,,aboveground,reproductive,407.9,342.7,237,71,4,4,g/m2,-0.17,0.1,Sphagnum fuscum,spore plant,,,
Robreoek et al. 2007,,,5,Greenhouse,Greenhouse,6,,pot,,aboveground,reproductive,470.9,384.8,94.81,80.27,5,5,g/m2,-0.2,0.02,Sphagnum imbricatum,spore plant,,,
Robreoek et al. 2007,,,5,Greenhouse,Greenhouse,6,,pot,,aboveground,reproductive,248,222.6,93.6,27.06,4,5,g/m2,-0.11,0.04,Sphagnum magellanicum,spore plant,,,
Robreoek et al. 2007,,,5,Greenhouse,Greenhouse,6,,pot,,aboveground,reproductive,321.7,305.1,83.18,97.72,5,5,g/m2,-0.05,0.03,Sphagnum rubellum,spore plant,,,
Robreoek et al. 2007,,,5,Greenhouse,Greenhouse,6,,pot,,total,,129.77,127.48,64.12,91.6,4,4,g/m2,-0.02,0.19,Sphagnum fuscum,spore plant,,,
Robreoek et al. 2007,,,5,Greenhouse,Greenhouse,6,,pot,,total,,150.38,170.23,99,85.35,5,5,g/m2,0.12,0.14,Sphagnum imbricatum,spore plant,,,
Robreoek et al. 2007,,,5,Greenhouse,Greenhouse,6,,pot,,total,,54.96,110.69,62.6,32.43,4,5,g/m2,0.7,0.34,Sphagnum magellanicum,spore plant,,,
Robreoek et al. 2007,,,5,Greenhouse,Greenhouse,6,,pot,,total,,79.39,168.7,112.66,49.5,5,5,g/m2,0.75,0.42,Sphagnum rubellum,spore plant,,,
Saleska et al. 2002,5,750,,IR-heat,Free-air,91,,field,38.95,aboveground,,60,47,17.89,20.12,5,5,g C/m2,-0.24,0.05,forbs,seed plant,herbaceous,forb,
Saleska et al. 2002,5,750,,IR-heat,Free-air,91,,field,38.95,aboveground,,22,24,11.18,11.18,5,5,g C/m2,0.09,0.1,graminoids,seed plant,herbaceous,grass,
Saleska et al. 2002,5,750,,IR-heat,Free-air,91,,field,38.95,belowground,root,150,120,89.44,111.8,5,5,g C/m2,-0.22,0.24,graminoids,seed plant,herbaceous,grass,
Saleska et al. 2002,5,750,,IR-heat,Free-air,91,,field,38.95,aboveground,,22,34,13.42,40.25,5,5,g C/m2,0.44,0.35,shrubs,seed plant,woody,shrub,
Saleska et al. 2002,5,750,,IR-heat,Free-air,91,,field,38.95,aboveground,,105,104,6.71,22.36,5,5,g C/m2,-0.01,0.01,,,,,
Sardans et al. 2008,15.1,610,1,Passive,Free-air,70,,field,41.3,aboveground,leaf,29,38.1,34.12,40.88,3,3,g/m2,0.27,0.85,Erica multiflora,seed plant,woody,shrub,evergreen-shrub
Sardans et al. 2008,15.1,610,1,Passive,Free-air,70,,field,41.3,aboveground,leaf,38.2,6.1,43.13,28.41,3,3,g/m2,-1.83,7.65,Globularia alypum,seed plant,woody,shrub,evergreen-shrub
Sardans et al. 2008,15.1,610,1,Passive,Free-air,70,,field,41.3,aboveground,stem,66.8,106.6,62.01,97.51,3,3,g/m2,0.47,0.57,Erica multiflora,seed plant,woody,shrub,evergreen-shrub
Sardans et al. 2008,15.1,610,1,Passive,Free-air,70,,field,41.3,aboveground,stem,64.3,102.3,26.5,77.25,3,3,g/m2,0.46,0.25,Globularia alypum,seed plant,woody,shrub,evergreen-shrub
Sardans et al. 2008,15.1,610,1,Passive,Free-air,70,,field,41.3,aboveground,,95.8,144.7,95.44,138.39,3,3,g/m2,0.41,0.64,Erica multiflora,seed plant,woody,shrub,evergreen-shrub
Sardans et al. 2008,15.1,610,1,Passive,Free-air,70,,field,41.3,aboveground,,102.5,108.3,29.96,105.66,3,3,g/m2,0.06,0.35,Globularia alypum,seed plant,woody,shrub,evergreen-shrub
Shaver et al. 1986,-7,320,5.6,Greenhouse,Greenhouse,2,F,field,68.63,total,,6.4,5.84,1.4,2.8,5,5,g/core,-0.09,0.06,Eriophorum vaginatum,seed plant,herbaceous,grass,
Shaver et al. 1986,-7,320,5.6,Greenhouse,Greenhouse,14,F,field,68.63,total,,10.05,8.77,6.56,2.21,5,5,g/core,-0.14,0.1,Eriophorum vaginatum,seed plant,herbaceous,grass,
Shaver et al. 1986,-7,320,5.6,Greenhouse,Greenhouse,2,F,field,68.63,total,,0.24,0.29,0.13,0.05,5,5,g/tiller,0.19,0.06,Eriophorum vaginatum,seed plant,herbaceous,grass,
Shaver et al. 1986,-7,320,5.6,Greenhouse,Greenhouse,14,F,field,68.63,total,,0.19,0.27,0.04,0.1,5,5,g/tiller,0.34,0.04,Eriophorum vaginatum,seed plant,herbaceous,grass,
Shaver et al. 1986,-7,320,5.6,Greenhouse,Greenhouse,2,,field,68.63,total,,4.12,5.11,1.33,3.54,5,5,g/core,0.22,0.12,Eriophorum vaginatum,seed plant,herbaceous,grass,
Shaver et al. 1986,-7,320,5.6,Greenhouse,Greenhouse,14,,field,68.63,total,,5.7,5.11,1.7,2.43,5,5,g/core,-0.11,0.06,Eriophorum vaginatum,seed plant,herbaceous,grass,
Shaver et al. 1986,-7,320,5.6,Greenhouse,Greenhouse,2,,field,68.63,total,,0.17,0.16,0.07,0.07,5,5,g/tiller,-0.08,0.07,Eriophorum vaginatum,seed plant,herbaceous,grass,
Shaver et al. 1986,-7,320,5.6,Greenhouse,Greenhouse,14,,field,68.63,total,,0.22,0.17,0.04,0.04,5,5,g/tiller,-0.26,0.02,Eriophorum vaginatum,seed plant,herbaceous,grass,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,F,field,68.63,aboveground,,12.85,0,35.2,0,16,16,g/m2,-9.46,1.47,inlet site forbs,seed plant,herbaceous,forb,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,F,field,68.63,aboveground,,266.62,276.41,111.68,244.56,16,16,g/m2,0.04,0.06,inlet site graminoids,seed plant,herbaceous,grass,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,F,field,68.63,aboveground,,506.51,353.46,142.32,232.32,16,16,g/m2,-0.36,0.03,outlet site graminoids,seed plant,herbaceous,grass,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,F,field,68.63,aboveground,,116.68,0.43,54.52,1.72,16,16,g/m2,-5.6,1.01,inlet site mosses,spore plant,,,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,F,field,68.63,aboveground,,19.89,0.24,77.56,0.96,16,16,g/m2,-4.42,1.95,outlet site mosses,spore plant,,,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,F,field,68.63,aboveground,,66.43,154.28,77.12,360,16,16,g/m2,0.84,0.42,,,,,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,F,field,68.63,aboveground,,66.43,227.14,68.56,162.84,16,16,g/m2,1.23,0.1,,,,,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,F,field,68.63,aboveground,,403.56,276.84,152.76,243.84,16,16,g/m2,-0.38,0.06,,,,,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,F,field,68.63,aboveground,,526.39,353.7,75.2,231.44,16,16,g/m2,-0.4,0.03,,,,,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,F,field,68.63,belowground,,164.77,264.2,340.92,432,16,16,g/m2,0.47,0.43,,,,,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,F,field,68.63,belowground,,173.3,267.04,68.16,340.92,16,16,g/m2,0.43,0.11,,,,,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,,field,68.63,aboveground,,13.23,10.66,52.92,29.52,16,16,g/m2,-0.22,1.48,inlet site forbs,seed plant,herbaceous,forb,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,,field,68.63,aboveground,,116.41,151.47,111.68,167.4,16,16,g/m2,0.26,0.13,inlet site graminoids,seed plant,herbaceous,grass,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,,field,68.63,aboveground,,148.31,264.54,45.44,161.84,16,16,g/m2,0.58,0.03,outlet site graminoids,seed plant,herbaceous,grass,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,,field,68.63,aboveground,,0,18.61,0,52.32,16,16,g/m2,9.83,1.49,inlet site evergreen ,seed plant,woody,,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,,field,68.63,aboveground,,0,1.13,0,4.52,16,16,g/m2,7.03,2,inlet site lichens,spore plant,,,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,,field,68.63,aboveground,,12.09,88.73,24.8,199.84,16,16,g/m2,1.99,0.58,inlet site mosses,spore plant,,,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,,field,68.63,aboveground,,66.43,195,77.12,145.72,16,16,g/m2,1.08,0.12,,,,,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,,field,68.63,aboveground,,66.43,171.43,68.56,222.84,16,16,g/m2,0.95,0.17,,,,,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,,field,68.63,aboveground,,141.73,270.61,82.96,148.12,16,16,g/m2,0.65,0.04,,,,,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,,field,68.63,aboveground,,148.31,264.54,45.44,161.84,16,16,g/m2,0.58,0.03,,,,,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,,field,68.63,belowground,,164.77,159.09,340.92,181.8,16,16,g/m2,-0.04,0.35,,,,,
Shaver et al. 1998,-8.7,320,5.6,Greenhouse,Greenhouse,62,,field,68.63,belowground,,173.3,198.86,68.16,272.72,16,16,g/m2,0.14,0.13,,,,,
Sherry et al. 2008,16.3,967,4.4,IR-heat,Free-air,2,water,field,34.97,aboveground,,47.96,86.32,20.45,19.74,5,5,g/m2,0.59,0.05,,,,,
Sherry et al. 2008,16.3,967,4.4,IR-heat,Free-air,6,water,field,34.97,aboveground,,617.05,492.05,139.75,139.75,5,5,g/m2,-0.23,0.03,,,,,
Sherry et al. 2008,16.3,967,4.2,IR-heat,Free-air,2,,field,34.97,aboveground,,42.54,82.15,19.05,19.74,5,5,g/m2,0.66,0.05,,,,,
Sherry et al. 2008,16.3,967,4.2,IR-heat,Free-air,6,,field,34.97,aboveground,,444.32,531.82,139.75,139.75,5,5,g/m2,0.18,0.03,,,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,CL,field,78.17,aboveground,,88,49,51.21,33.54,5,5,g/m2,-0.59,0.16,mosses,spore plant,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,CL,field,78.17,aboveground,,50.6,27.4,38.68,8.05,5,5,g/m2,-0.61,0.13,mosses,spore plant,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,CL,field,78.17,aboveground,,42.3,46.6,14.09,12.97,5,5,g/m2,0.1,0.04,vascular,seed plant,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,CL,field,78.17,aboveground,,12.5,17.1,7.83,7.16,5,5,g/m2,0.31,0.11,vascular,seed plant,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,CL,field,78.17,belowground,,798.7,635.9,129.24,111.36,5,5,g/m2,-0.23,0.01,vascular,seed plant,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,CL,field,78.17,belowground,,3711.9,2951.4,3152.86,917.68,5,5,g/m2,-0.23,0.16,vascular,seed plant,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,,field,78.17,aboveground,,88.6,57.9,42.71,29.07,5,5,g/m2,-0.43,0.1,mosses,spore plant,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,,field,78.17,aboveground,,59.5,56.3,27.5,27.73,5,5,g/m2,-0.06,0.09,mosses,spore plant,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,,field,78.17,aboveground,,66.1,56.1,14.09,30.63,5,5,g/m2,-0.16,0.07,mosses,spore plant,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,,field,78.17,aboveground,,89.2,106.1,26.61,51.43,5,5,g/m2,0.17,0.06,mosses,spore plant,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,,field,78.17,aboveground,,48.6,67.1,9.17,15.65,5,5,g/m2,0.32,0.02,vascular,seed plant,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,,field,78.17,aboveground,,35.6,39.5,8.5,29.52,5,5,g/m2,0.1,0.12,vascular,seed plant,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,,field,78.17,aboveground,,67.2,67.8,16.99,21.24,5,5,g/m2,0.01,0.03,vascular,seed plant,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,,field,78.17,aboveground,,46.3,64.6,16.99,19.9,5,5,g/m2,0.33,0.05,vascular,seed plant,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,,field,78.17,belowground,,1085.3,1229.9,433.57,450.57,5,5,g/m2,0.13,0.06,vascular,seed plant,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,,field,78.17,belowground,,2977.1,4310.2,688.49,1343.88,5,5,g/m2,0.37,0.03,vascular,seed plant,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,,field,78.17,belowground,,890,855.9,152.72,386.62,5,5,g/m2,-0.04,0.05,vascular,seed plant,,,
Sj_gersten et al. 2008,-6.7,190,1.5,OTC,OTC,36,,field,78.17,belowground,,4352.3,3600.3,2075.29,1506.89,5,5,g/m2,-0.19,0.08,vascular,seed plant,,,
Skre et al. 2008,,,4,Greenhouse,Greenhouse,3.5,,pot,,total,,66.84,112.69,12.12,21.54,12,12,g/plant,0.52,0.01,"Betula pubescens ssp. czerpanovii, seeds from Blefjell,Norway",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,4.5,,pot,,total,,228,176.8,53.89,15.68,6,6,g/plant,-0.25,0.01,"Betula pubescens ssp. czerpanovii, seeds from Blefjell,Norway",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,3.5,,pot,,total,,65.28,87.05,17.5,16.15,12,12,g/plant,0.29,0.01,"Betula pubescens ssp. czerpanovii, seeds from Blefjell,Norway",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,4.5,,pot,,total,,138.4,150.4,24.49,21.56,6,6,g/plant,0.08,0.01,"Betula pubescens ssp. czerpanovii, seeds from Blefjell,Norway",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,3.5,,pot,,total,,62.18,66.06,17.5,13.46,12,12,g/plant,0.06,0.01,"Betula pubescens ssp. czerpanovii, seeds from Hafnaskogur,Iceland",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,4.5,,pot,,total,,140.8,138.4,18.62,13.72,6,6,g/plant,-0.02,0,"Betula pubescens ssp. czerpanovii, seeds from Hafnaskogur,Iceland",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,3.5,,pot,,total,,73.83,77.72,13.46,10.77,12,12,g/plant,0.05,0,"Betula pubescens ssp. czerpanovii, seeds from Hafnaskogur,Iceland",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,4.5,,pot,,total,,93.6,145.6,13.72,13.72,6,6,g/plant,0.44,0.01,"Betula pubescens ssp. czerpanovii, seeds from Hafnaskogur,Iceland",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,3.5,,pot,,total,,77.72,71.5,14.81,12.12,12,12,g/plant,-0.08,0.01,"Betula pubescens ssp. czerpanovii, seeds from Hammerfest,Norway",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,4.5,,pot,,total,,115.2,100,16.66,10.78,6,6,g/plant,-0.14,0.01,"Betula pubescens ssp. czerpanovii, seeds from Hammerfest,Norway",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,3.5,,pot,,total,,66.06,39.64,9.42,8.08,12,12,g/plant,-0.51,0.01,"Betula pubescens ssp. czerpanovii, seeds from Hammerfest,Norway",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,4.5,,pot,,total,,125.6,108,11.76,22.54,6,6,g/plant,-0.15,0.01,"Betula pubescens ssp. czerpanovii, seeds from Hammerfest,Norway",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,3.5,,pot,,total,,68.39,60.62,10.77,13.46,12,12,g/plant,-0.12,0.01,"Betula pubescens ssp. czerpanovii, seeds from Kevo,Finland",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,4.5,,pot,,total,,116.8,88,13.72,8.82,6,6,g/plant,-0.28,0,"Betula pubescens ssp. czerpanovii, seeds from Kevo,Finland",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,3.5,,pot,,total,,74.61,54.4,17.5,10.77,12,12,g/plant,-0.32,0.01,"Betula pubescens ssp. czerpanovii, seeds from Kevo,Finland",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,4.5,,pot,,total,,129.6,108,18.62,7.84,6,6,g/plant,-0.18,0,"Betula pubescens ssp. czerpanovii, seeds from Kevo,Finland",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,3.5,,pot,,total,,115.8,115.03,22.88,13.46,12,12,g/plant,-0.01,0,"Betula pubescens ssp. czerpanovii, seeds from Melbu,Norway",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,4.5,,pot,,total,,155.2,154.4,20.58,18.62,6,6,g/plant,-0.01,0.01,"Betula pubescens ssp. czerpanovii, seeds from Melbu,Norway",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,3.5,,pot,,total,,88.6,60.62,17.5,18.85,12,12,g/plant,-0.38,0.01,"Betula pubescens ssp. czerpanovii, seeds from Melbu,Norway",seed plant,woody,shrub,deciduous-shrub
Skre et al. 2008,,,4,Greenhouse,Greenhouse,4.5,,pot,,total,,140.8,98.4,10.78,11.76,6,6,g/plant,-0.36,0,"Betula pubescens ssp. czerpanovii, seeds from Melbu,Norway",seed plant,woody,shrub,deciduous-shrub
Sorensen et al. 2008,-0.6,320,3.9,OTC,OTC,158,F,field,68.35,aboveground,,23.77,88.49,106.76,103.53,6,6,g/m2,1.31,3.59,Cassiope tetragona ,seed plant,woody,shrub,evergreen-shrub
Sorensen et al. 2008,-0.6,320,3.9,OTC,OTC,158,,field,68.35,aboveground,,114.91,77.92,87.35,90.58,6,6,g/m2,-0.39,0.32,Cassiope tetragona ,seed plant,woody,shrub,evergreen-shrub
