Species,study_id,style,Control Day T (mean),Control Night T (mean),Control Whole-day T (mean),Increased Day T (mean),Increased Night T (mean),Increased Whole-day T (mean),DDay T,DNight T,DWhole-day T,T Position,Facility,Exposed time,Other Treatment,pot or field,Latitude,Longitude,Elevation(m),mean_ctrl,mean_trt,SD_ctrl,SD_trt,N_ctrl,N_trt,Unit
Pinus banksiana,Tjoelker 1998,day/night,18,12,*,30,24,*,3,3,*,air,growth chamber,91days,*,pot,*,*,*,5.082,3.5519,0.0382,0.0382,3,3,μmol m-2 s-1
Pinus banksiana,Tjoelker 1998,day/night,18,12,*,27,21,*,3,3,*,air,growth chamber,91days,*,pot,*,*,*,5.082,4.3716,0.0287,0.0764,3,3,μmol m-2 s-1
Pinus banksiana,Tjoelker 1998,day/night,18,12,*,24,18,*,3,3,*,air,growth chamber,91days,*,pot,*,*,*,5.082,3.224,0.0382,0.0478,3,3,μmol m-2 s-1
Pinus banksiana,Tjoelker 1998,day/night,18,12,*,21,15,*,3,3,*,air,growth chamber,91days,*,pot,*,*,*,5.082,3.4973,0.0287,0.0287,3,3,μmol m-2 s-1
Pinus banksiana,Tjoelker 1998,day/night,18,12,*,30,24,*,3,3,*,air,growth chamber,91days,CO2,pot,*,*,*,4.5902,4.7541,0.0478,0.0382,3,3,μmol m-2 s-1
Pinus banksiana,Tjoelker 1998,day/night,18,12,*,27,21,*,3,3,*,air,growth chamber,91days,CO2,pot,*,*,*,4.5902,5.7377,0.0287,0.0382,3,3,μmol m-2 s-1
Pinus banksiana,Tjoelker 1998,day/night,18,12,*,24,18,*,3,3,*,air,growth chamber,91days,CO2,pot,*,*,*,4.5902,5.4098,0.0287,0.0287,3,3,μmol m-2 s-1
Pinus banksiana,Tjoelker 1998,day/night,18,12,*,21,15,*,3,3,*,air,growth chamber,91days,CO2,pot,*,*,*,4.5902,4.0984,0.0382,0.0478,3,3,μmol m-2 s-1
Pinus halepensis,Prieto 2009,night,*,*,15.2,*,*,*,*,0.7,*,air,reflective curtains,5years,*,field,41°18′N,1°49′E,210,18.64,11.36,0.0382,0.0382,9,9,μmol m-2 s-1
Pinus halepensis,Prieto 2009,night,*,*,15.2,*,*,*,*,0.7,*,air,reflective curtains,5years,*,field,41°18′N,1°49′E,210,1.3624,0.96,0.0287,0.0382,9,9,μmol m-2 s-1
Pinus halepensis,Prieto 2009,night,*,*,15.2,*,*,*,*,0.7,*,air,reflective curtains,5years,*,field,41°18′N,1°49′E,210,6.08,5.2,0.0382,0.0478,9,9,μmol m-2 s-1
Pinus halepensis,Prieto 2009,night,*,*,15.2,*,*,*,*,0.7,*,air,reflective curtains,6years,*,field,41°18′N,1°49′E,210,5.68,5.36,0.0764,0.0287,9,9,μmol m-2 s-1
Pinus halepensis,Prieto 2009,night,*,*,15.2,*,*,*,*,0.7,*,air,reflective curtains,6years,*,field,41°18′N,1°49′E,210,2.72,3.76,0.0287,0.0669,9,9,μmol m-2 s-1
Pinus halepensis,Prieto 2009,night,*,*,15.2,*,*,*,*,0.7,*,air,reflective curtains,7years,*,field,41°18′N,1°49′E,210,2.64,2.72,0.086,0.0382,9,9,μmol m-2 s-1
Pinus halepensis,Prieto 2009,night,*,*,15.2,*,*,*,*,0.7,*,air,reflective curtains,7years,*,field,41°18′N,1°49′E,210,0.32,4.1608,0.0287,0.086,9,9,μmol m-2 s-1
Pinus halepensis,Prieto 2009,night,*,*,15.2,*,*,*,*,0.7,*,air,reflective curtains,7years,*,field,41°18′N,1°49′E,210,1.36,0.32,0.0669,0.086,9,9,μmol m-2 s-1
Pinus ponderosa,Callaway 1994,day/night,25,10,*,30,15,*,5,5,*,air,*,2months,*,pot,*,*,*,51.4,41.9,0.0573,0.0478,20,20,μmol m-2 s-1
Pinus ponderosa,Callaway 1994,day/night,25,10,*,30,15,*,5,5,*,air,*,2months,CO2,pot,*,*,*,54.7,49.8,0.0573,0.0955,20,20,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,7.7,*,*,1,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,4.4427,4.586,0.0612,0.0408,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,7.7,*,*,1,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,4.586,4.9299,0.0404,0.0202,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,7.7,*,*,1,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,4.1561,4.242,0.2157,0.2022,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,7.7,*,*,1,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,4.1274,4.2707,0.2966,0.31,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,7.7,*,*,1,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,4.0127,4.328,0.31,0.2157,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,7.7,*,*,1,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,1.8057,2.4076,0.337,0.1483,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,7.7,*,*,1,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,2.6943,3.0096,0.2561,0.0809,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,7.7,*,*,1,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,1.6624,1.9204,0.31,0.2022,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,7.7,*,*,1,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,1.4904,1.6338,0.2966,0.2292,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,7.7,*,*,1,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,1.0318,1.2038,0.2831,0.2022,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,7.7,*,*,1,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,0.1146,0.3153,0.2561,0.2426,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,*,*,*,3.8,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,0.258,0.172,0.364,0.31,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,*,*,*,3.8,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,0.172,0.2006,0.4179,0.5662,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,*,*,*,3.8,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,1.4904,1.5478,0.3774,0.3235,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,*,*,*,3.8,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,1.5764,1.6624,0.4179,0.2157,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,*,*,*,3.8,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,0.9172,1.0892,0.0606,0.0606,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,*,*,*,3.8,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,0.8025,0.8312,0.0612,0.0612,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,*,*,*,3.8,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,1.5191,1.5764,0.0612,0.0612,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,*,*,*,3.8,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,2.9809,2.8949,0.0404,0.0606,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,*,*,*,3.8,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,3.5541,2.8376,0.0808,0.1011,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,*,*,*,3.8,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,4.5,4.4427,0.0612,0.0408,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,*,*,*,3.8,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,5.3312,4.8439,0.0816,0.0816,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,*,*,*,3.8,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,5.1592,6.0191,0.0808,0.0808,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,*,*,*,3.8,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,3.6975,5.0446,0.9032,0.4044,9,9,μmol m-2 s-1
Pinus sylvestris L.,Strand 2002,day/night,*,*,8.7,*,*,*,*,*,3.8,soil at 10cm,covery,7months,*,field,64°13′N,19°41′E,185,4.3567,4.5,0.3505,0.4314,9,9,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,10months,*,field,33°57′N,83°19′W,*,1.85,2.2,0.4314,0.4853,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,13months,*,field,33°57′N,83°19′W,*,3.2178,2.4257,0.5527,0.2696,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,*,field,33°57′N,83°19′W,*,1.4198,3.2358,0.6875,0.4853,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,*,field,33°57′N,83°19′W,*,3.4009,3.5991,0.5527,0.4448,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,*,field,33°57′N,83°19′W,*,3.9292,4.6887,0.5527,0.984,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,*,field,33°57′N,83°19′W,*,4.3585,5.0519,0.3505,0.7144,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,*,field,33°57′N,83°19′W,*,4.3915,5.9104,0.31,0.4179,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,*,field,33°57′N,83°19′W,*,4.3915,5.7453,0.7144,0.4988,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,*,field,33°57′N,83°19′W,*,6.0094,6.6698,0.7414,0.6605,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,*,field,33°57′N,83°19′W,*,5.4811,5.6792,0.7414,0.6066,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,*,field,33°57′N,83°19′W,*,4.9198,6.4387,0.5122,0.4179,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,*,field,33°57′N,83°19′W,*,5.3491,5.0519,0.1011,0.0808,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,*,field,33°57′N,83°19′W,*,3.467,5.4151,0.0816,0.0816,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,*,field,33°57′N,83°19′W,*,2.8396,3.0708,0.577,0.3847,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,*,field,33°57′N,83°19′W,*,1.8491,2.0472,0.15,0.35,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,*,field,33°57′N,83°19′W,*,3.7624,4.604,0.577,0.1923,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,7months,*,field,33°57′N,83°19′W,*,2.75,3.2,0.15,0.15,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,10months,CO2,field,33°57′N,83°19′W,*,3.75,2.85,0.6487,0.7136,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,13months,CO2,field,33°57′N,83°19′W,*,4.8515,4.604,0.3104,0.1862,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,CO2,field,33°57′N,83°19′W,*,5.6931,6.3861,0.3104,0.2483,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,7months,CO2,field,33°57′N,83°19′W,*,5.3,4.5,0.3104,0.1242,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,10months,CO2,field,33°57′N,83°19′W,*,4.55,4.35,0.15,0.25,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,13months,CO2,field,33°57′N,83°19′W,*,6.7822,7.1287,0.3104,0.3725,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,CO2,field,33°57′N,83°19′W,*,3.2028,2.7406,0.15,0.1,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,CO2,field,33°57′N,83°19′W,*,6.5377,8.5849,6.261,2.6833,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,CO2,field,33°57′N,83°19′W,*,11.4245,9.5755,3.8344,11.5031,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,CO2,field,33°57′N,83°19′W,*,11.3585,10.1698,3.8344,9.9693,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,CO2,field,33°57′N,83°19′W,*,11.1934,11.9528,3.8344,14.5706,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,CO2,field,33°57′N,83°19′W,*,11.6226,12.283,3.8344,4.6012,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,CO2,field,33°57′N,83°19′W,*,12.5802,11.5566,1.1302,0.4726,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,CO2,field,33°57′N,83°19′W,*,12.0189,12.1179,0.8425,0.8014,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,CO2,field,33°57′N,83°19′W,*,11.1274,10.8962,0.3904,0.3288,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,CO2,field,33°57′N,83°19′W,*,11.7547,10.467,0.6165,0.5137,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,CO2,field,33°57′N,83°19′W,*,8.1887,8.4858,0.5103,0.0816,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,CO2,field,33°57′N,83°19′W,*,7.1321,7.2642,1.1023,0.5103,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,CO2,field,33°57′N,83°19′W,*,3.3019,3.7642,0.3288,0.2671,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,16months,CO2,field,33°57′N,83°19′W,*,10.0495,9.0099,0.1644,0.4521,6,6,μmol m-2 s-1
Pinus taeda,Teskey 1997,day/night,*,*,15.1,*,*,*,*,*,2,air,nichrome wire heating element,7months,CO2,field,33°57′N,83°19′W,*,6.55,6,0.1644,0.4932,6,6,μmol m-2 s-1
Plantago euryphylla,Atkin 2006,day/night,*,*,13,*,*,20,*,*,7,air,growth cabinet,about 2days,N,pot,*,*,*,6.129,9.0323,0.3699,0.4726,5,5,μmol m-2 s-1
Plantago euryphylla,Atkin 2007,day/night,*,*,13,*,*,20,*,*,7,air,growth cabinet,about 2days,N,pot,*,*,*,8.8,12.1,0.4082,0.6124,4,4,μmol m-2 s-1
Plantago euryphylla,Atkin 2006,day/night,*,*,13,*,*,27,*,*,14,air,growth cabinet,about 2days,N,pot,*,*,*,6.129,4.8387,1.6738,0.7348,5,5,μmol m-2 s-1
Plantago euryphylla,Atkin 2007,day/night,*,*,13,*,*,27,*,*,14,air,growth cabinet,about 2days,N,pot,*,*,*,8.8,8,0.0616,0.2466,4,4,μmol m-2 s-1
Plantago lanceolata,Gielen 2007,day/night,*,*,9.6,*,*,*,*,*,3,air,climate-control chamber,2years,*,pot,51°09′,04°24′E,*,14.0449,11.236,0.3904,0.411,3,3,μmol m-2 s-1
Plantago lanceolata,Atkin 2006,day/night,*,*,13,*,*,20,*,*,7,air,growth cabinet,about 2days,N,pot,*,*,*,15.0538,12.5806,0.3646,0.2431,3,3,μmol m-2 s-1
Plantago lanceolata,Atkin 2006,day/night,*,*,13,*,*,27,*,*,14,air,growth cabinet,about 2days,N,pot,*,*,*,15.0538,11.9355,0.3646,0.1823,3,3,μmol m-2 s-1
Plantago major,Atkin 2006,day/night,*,*,13,*,*,20,*,*,7,air,growth cabinet,about 2days,N,pot,*,*,*,13.2258,12.9032,0.5774,0.1732,3,3,μmol m-2 s-1
Plantago major,Atkin 2007,day/night,*,*,13,*,*,20,*,*,7,air,growth cabinet,about 2days,N,pot,*,*,*,11.2,13.7,0.5774,0.2309,4,4,μmol m-2 s-1
Plantago major,Atkin 2006,day/night,*,*,13,*,*,27,*,*,14,air,growth cabinet,about 2days,N,pot,*,*,*,13.2258,11.0753,0.3654,0.2923,3,3,μmol m-2 s-1
Plantago major,Atkin 2007,day/night,*,*,13,*,*,27,*,*,14,air,growth cabinet,about 2days,N,pot,*,*,*,11.2,9.8,0.3654,0.1462,4,4,μmol m-2 s-1
Poa annua,Gunn 1999,day/night,*,*,16,*,*,20,*,*,4,air,controlled-environment cabinet,38days,*,pot,*,*,*,80,62,0.3039,0.3039,5,5,g m-2 d-1
Poa costiniana,Loveys 2002,day/night,*,*,18,*,*,23,*,*,5,air,growth cabinet,14days,*,pot,*,*,*,223.9264,225.4601,0.3646,0.2431,4,4,nmol g-1 s-1
Poa costiniana,Loveys 2002,day/night,*,*,18,*,*,28,*,*,10,air,growth cabinet,14days,*,pot,*,*,*,223.9264,167.1779,0.3039,0.3646,4,4,nmol g-1 s-1
Poa foliosa,Medek et al. 2010,day/night,7,4,*,12,9,*,5,5,5,air,growth chamber,34months,*,pot,*,*,*,7.7363,8.5323,0.3646,0.4254,5,5,mmol m-2 s-1
Poa hothamensis,Medek et al. 2010,day/night,7,4,*,12,9,*,5,5,5,air,growth chamber,34months,*,pot,*,*,*,6.1443,6.4428,0.519,0.519,5,5,mmol m-2 s-1
Poa trivialis,Loveys 2002,day/night,*,*,18,*,*,23,*,*,5,air,growth cabinet,14days,*,pot,*,*,*,438.6503,464.7239,1.9596,2.1229,4,4,nmol g-1 s-1
Poa trivialis,Loveys 2002,day/night,*,*,18,*,*,28,*,*,10,air,growth cabinet,14days,*,pot,*,*,*,438.6503,363.4969,1.9596,1.9555,4,4,nmol g-1 s-1
Polygonum bistorta,Starr 2000,day/night,*,*,4.5,*,*,5.4,*,*,0.9,soil at 5cm,cold frame greenhouse heating wires,1month,lenthened growing season,field,68°38′N,149°34′W,730,10.4195,13.2886,0.442,0.3867,6,6,μmol m-2 s-1
Polygonum bistorta,Starr 2000,day/night,*,*,4.5,*,*,5.4,*,*,0.9,soil at 5cm,cold frame greenhouse heating wires,1month,lenthened growing season,field,68°38′N,149°34′W,730,10.6711,11.0235,0.442,0.5525,6,6,μmol m-2 s-1
Polygonum bistorta,Starr 2000,day/night,*,*,4.5,*,*,5.4,*,*,0.9,soil at 5cm,cold frame greenhouse heating wires,1month,lenthened growing season,field,68°38′N,149°34′W,730,10.7215,10.4698,0.442,0.442,6,6,μmol m-2 s-1
Polygonum bistorta,Starr 2000,day/night,*,*,4.5,*,*,5.4,*,*,0.9,soil at 5cm,cold frame greenhouse heating wires,1month,lenthened growing season,field,68°38′N,149°34′W,730,7.9027,10.8725,0.442,0.3867,6,6,μmol m-2 s-1
Polygonum bistorta,Starr 2000,day/night,*,*,5.1,*,*,5.9,*,*,0.8,soil at 5cm,cold frame greenhouse heating wires,2months,lenthened growing season,field,68°38′N,149°34′W,730,10.3,12.35,0.4972,0.4972,6,6,μmol m-2 s-1
Polygonum bistorta,Starr 2000,day/night,*,*,5.1,*,*,5.9,*,*,0.8,soil at 5cm,cold frame greenhouse heating wires,2months,lenthened growing season,field,68°38′N,149°34′W,730,12.75,7.85,0.4972,0.3867,6,6,μmol m-2 s-1
Polygonum bistorta,Starr 2000,day/night,*,*,4.5,*,*,5.4,*,*,0.9,soil at 5cm,cold frame greenhouse heating wires,2months,lenthened growing season,field,68°38′N,149°34′W,730,8.0034,8.9094,0.4972,0.4972,6,6,μmol m-2 s-1
Polygonum bistorta,Starr 2000,day/night,*,*,4.5,*,*,5.4,*,*,0.9,soil at 5cm,cold frame greenhouse heating wires,2months,lenthened growing season,field,68°38′N,149°34′W,730,10.9228,10.7718,0.4972,0.4972,6,6,μmol m-2 s-1
Polygonum bistorta,Starr 2000,day/night,*,*,4.5,*,*,5.4,*,*,0.9,soil at 5cm,cold frame greenhouse heating wires,2months,lenthened growing season,field,68°38′N,149°34′W,730,9.6141,9.2617,0.6895,0.2298,6,6,μmol m-2 s-1
Polygonum bistorta,Starr 2000,day/night,*,*,4.5,*,*,5.4,*,*,0.9,soil at 5cm,cold frame greenhouse heating wires,2months,lenthened growing season,field,68°38′N,149°34′W,730,8.255,6.594,0.7662,1.5323,6,6,μmol m-2 s-1
Polygonum bistorta,Starr 2000,day/night,*,*,5.1,*,*,5.9,*,*,0.8,soil at 5cm,cold frame greenhouse heating wires,3months,lenthened growing season,field,68°38′N,149°34′W,730,8.5,8,0.8428,0.4597,6,6,μmol m-2 s-1
Polygonum bistorta,Starr 2000,day/night,*,*,5.1,*,*,5.9,*,*,0.8,soil at 5cm,cold frame greenhouse heating wires,3months,lenthened growing season,field,68°38′N,149°34′W,730,9,8.05,0.7662,0.8428,6,6,μmol m-2 s-1
Polygonum bistorta,Starr 2000,day/night,*,*,4.5,*,*,5.4,*,*,0.9,soil at 5cm,cold frame greenhouse heating wires,3months,lenthened growing season,field,68°38′N,149°34′W,730,7.1477,6.1913,0.6129,0.3831,6,6,μmol m-2 s-1
Polygonum bistorta,Starr 2000,day/night,*,*,4.5,*,*,5.4,*,*,0.9,soil at 5cm,cold frame greenhouse heating wires,3months,lenthened growing season,field,68°38′N,149°34′W,730,2.2651,2.5168,0.2298,1.992,6,6,μmol m-2 s-1
Populus balsamifera,Salim 2010,day/night,19,10,*,27,16,*,8,6,*,air,*,*,*,pot,*,*,*,21,21.3,0.2298,0.996,6,6,μmol m-2 s-1
Populus balsamifera,Salim 2010,day/night,19,10,*,27,16,*,8,6,*,air,*,*,*,pot,*,*,*,18.7,19,0.6129,1.3791,6,6,μmol m-2 s-1
Populus deltoides,Turnbull 2004,night,31,15,*,31,20,*,0,5,*,air,chamber,0.1,*,pot,*,*,*,25.2632,2.5263,2.4517,2.6049,12,12,μmol m-2 s-1
Populus deltoides,Turnbull 2004,night,31,15,*,31,25,*,0,10,*,air,chamber,0.1,*,pot,*,*,*,25.2632,29.2632,0.8428,2.2218,12,12,μmol m-2 s-1
Populus deltoides,Turnbull 2002,day,25,20,*,28,20,*,3,0,*,air,chamber,3days,*,pot,32.5°N,*,1200,29.2,33,0.6129,1.8388,12,12,μmol m-2 s-1
Populus deltoides,Turnbull 2002,day,25,20,*,31,20,*,6,0,*,air,chamber,3days,*,pot,32.5°N,*,1200,29.2,32.6,0.5363,0.5363,12,12,μmol m-2 s-1
Populus deltoides,Turnbull 2002,day/night,25,15,*,28,20,*,3,5,*,air,chamber,3days,*,pot,32.5°N,*,1200,25.8228,35.6962,1.0726,1.3025,12,12,μmol m-2 s-1
Populus deltoides,Turnbull 2002,day/night,25,15,*,31,25,*,6,10,*,air,chamber,3days,*,pot,32.5°N,*,1200,25.8228,41.7722,0.2298,1.2258,12,12,μmol m-2 s-1
Populus deltoides,Turnbull 2004,night,31,15,*,31,20,*,0,5,*,air,chamber,0.1,CO2,pot,*,*,*,38.1053,41.8947,2.5443,0.4567,12,12,μmol m-2 s-1
Populus deltoides,Turnbull 2004,night,31,15,*,31,20,*,0,5,*,air,chamber,0.1,CO2,pot,*,*,*,39.5789,44.8421,0.9786,1.1743,12,12,μmol m-2 s-1
Populus deltoides,Turnbull 2004,night,31,15,*,31,25,*,0,10,*,air,chamber,0.1,CO2,pot,*,*,*,38.1053,42.9474,0.9133,0.3914,12,12,μmol m-2 s-1
Populus deltoides,Turnbull 2004,night,31,15,*,31,25,*,0,10,*,air,chamber,0.1,CO2,pot,*,*,*,39.5789,41.0526,0.3914,1.6309,12,12,μmol m-2 s-1
Populus deltoides × nigra,Ow 2008a,day/night,20,15,*,25,20,*,5,5,*,air,chamber,7 days,*,pot,*,*,*,10.8257,21.0092,0.1957,1.7614,8,8,μmol m-2 s-1
Populus grandidentata,Gunderson 2010,day/night,*,*,14.7,16.6,*,*,*,*,1.9,air,open top chamber,*,*,field,35°54′N,84°20′W,230,14.05,13.12,0.5871,0.5871,6,6,μmol m-2 s-1
Populus grandidentata,Gunderson 2010,day/night,*,*,14.7,18.2,*,*,*,*,3.5,air,open top chamber,*,*,field,35°54′N,84°20′W,230,14.05,13.55,1.0438,1.37,6,6,μmol m-2 s-1
Populus tremuloides,Tjoelker 1998,day/night,18,12,*,30,24,*,3,3,*,air,growth chamber,91days,*,pot,*,*,*,8.6188,11.3812,0.4418,0.5623,4,4,μmol m-2 s-1
